"seed","scenario","sacc_deg","method","rank","opi","auc_proj","auc_ceiling","p_value"
7,"covert",0.25,"eog",2,0.0315139090054932,0.532637992557933,0.763537404911312,0.0447761194029851
7,"covert",0.25,"frontal",17,0.0307269759426326,0.530157880688966,0.763537404911312,0.0746268656716418
8,"covert",0.25,"gaze",4,-0.0132691329118964,0.487366133965891,0.781261303876466,0.751243781094527
8,"covert",0.25,"random",4,0.0277430481683639,0.528208683464169,0.781261303876466,0.119402985074627
8,"covert",0.25,"eog",2,-0.032505430838454,0.466831273965801,0.781261303876466,0.890547263681592
8,"covert",0.25,"frontal",17,-0.0215657487874918,0.477540713120071,0.781261303876466,0.82089552238806
9,"covert",0.25,"gaze",4,0.0116616888075478,0.51261024956117,0.804102566341988,0.353233830845771
9,"covert",0.25,"random",4,0.0417255570889582,0.54363285034196,0.804102566341988,0.0149253731343284
9,"covert",0.25,"eog",2,0.00713206142142642,0.508539433213627,0.804102566341988,0.422885572139304
9,"covert",0.25,"frontal",17,0.00666547432684517,0.507186492974402,0.804102566341988,0.412935323383085
10,"covert",0.25,"gaze",4,0.0201019672541963,0.520836240531938,0.786389365839979,0.203980099502488
10,"covert",0.25,"random",4,0.112577541866147,0.613472112845762,0.786389365839979,0.00497512437810945
10,"covert",0.25,"eog",2,0.032034137039171,0.531388007818061,0.786389365839979,0.0447761194029851
10,"covert",0.25,"frontal",17,0.0229798471259274,0.524978138827826,0.786389365839979,0.144278606965174
11,"covert",0.25,"gaze",4,0.0293309451924849,0.530167916239069,0.808255025940743,0.0497512437810945
11,"covert",0.25,"random",4,0.0504649460768777,0.552170098084119,0.808255025940743,0.00497512437810945
11,"covert",0.25,"eog",2,0.0185948953518447,0.518080018001379,0.808255025940743,0.233830845771144
11,"covert",0.25,"frontal",17,0.0221433394592806,0.522533774590489,0.808255025940743,0.164179104477612
12,"covert",0.25,"gaze",4,0.000571027648110456,0.501339738522608,0.811121696419635,0.527363184079602
12,"covert",0.25,"random",4,0.114466070799628,0.613729616182748,0.811121696419635,0.00497512437810945
12,"covert",0.25,"eog",2,-0.00919779546981409,0.490728351327375,0.811121696419635,0.706467661691542
12,"covert",0.25,"frontal",17,-0.0412508884336447,0.459577732821321,0.811121696419635,0.955223880597015
1,"covert",0.5,"gaze",4,-0.0155005333279259,0.484838578467438,0.743408267320992,0.796019900497512
1,"covert",0.5,"random",4,0.0932751834138391,0.591152660028687,0.743408267320992,0.00497512437810945
1,"covert",0.5,"eog",2,0.00491609207914823,0.498163092698544,0.743408267320992,0.527363184079602
1,"covert",0.5,"frontal",17,-0.0509884213244487,0.447282443097018,0.743408267320992,0.995024875621891
2,"covert",0.5,"gaze",4,-0.0080804415799608,0.489060053084138,0.820234448138019,0.701492537313433
2,"covert",0.5,"random",4,0.0676946185965769,0.567292460652074,0.820234448138019,0.00497512437810945
2,"covert",0.5,"eog",2,0.0158428778481969,0.511661749751406,0.820234448138019,0.293532338308458
2,"covert",0.5,"frontal",17,-0.0246599909252494,0.473163330094994,0.820234448138019,0.850746268656716
3,"covert",0.5,"gaze",4,-0.0119314228935375,0.488498299179121,0.743999224269541,0.721393034825871
3,"covert",0.5,"random",4,0.0479965546824151,0.546584962568499,0.743999224269541,0.0199004975124378
3,"covert",0.5,"eog",2,0.01097413098558,0.509970837071038,0.743999224269541,0.3681592039801
3,"covert",0.5,"frontal",17,-0.0185675071595197,0.482115550941406,0.743999224269541,0.781094527363184
4,"covert",0.5,"gaze",4,0.00548660468230766,0.507192395405117,0.730348580326326,0.432835820895522
4,"covert",0.5,"random",4,0.084589734632749,0.584058201668291,0.730348580326326,0.00497512437810945
4,"covert",0.5,"eog",2,0.0297577691321635,0.532277559974705,0.730348580326326,0.0597014925373134
4,"covert",0.5,"frontal",17,-0.00432921588324242,0.497606750214767,0.730348580326326,0.582089552238806
5,"covert",0.5,"gaze",4,0.02068881414147,0.520236019235494,0.817011839418309,0.169154228855721
5,"covert",0.5,"random",4,0.10956316862924,0.60966886895447,0.817011839418309,0.00497512437810945
5,"covert",0.5,"eog",2,-0.0193573637132015,0.480194653024052,0.817011839418309,0.805970149253731
5,"covert",0.5,"frontal",17,0.0320282467013214,0.532105036509462,0.817011839418309,0.0497512437810945
6,"covert",0.5,"gaze",4,-0.00380379983772866,0.494304693221409,0.813815833005008,0.587064676616915
6,"covert",0.5,"random",4,0.0500179808609056,0.546720436205273,0.813815833005008,0.00497512437810945
6,"covert",0.5,"eog",2,0.00310156397397171,0.500156310226936,0.813815833005008,0.522388059701492
6,"covert",0.5,"frontal",17,-0.00221190915980596,0.494708046140954,0.813815833005008,0.587064676616915
7,"covert",0.5,"gaze",4,0.0439098102597608,0.543039327155897,0.763537404911312,0.0149253731343284
7,"covert",0.5,"random",4,0.0593637922974256,0.559255097344245,0.763537404911312,0.00497512437810945
7,"covert",0.5,"eog",2,0.0315139090054932,0.532637992557933,0.763537404911312,0.0447761194029851
7,"covert",0.5,"frontal",17,0.0307269759426326,0.530157880688966,0.763537404911312,0.0746268656716418
8,"covert",0.5,"gaze",4,-0.0132691329118964,0.487366133965891,0.781261303876466,0.751243781094527
8,"covert",0.5,"random",4,0.0277430481683639,0.528208683464169,0.781261303876466,0.119402985074627
8,"covert",0.5,"eog",2,-0.032505430838454,0.466831273965801,0.781261303876466,0.890547263681592
8,"covert",0.5,"frontal",17,-0.0215657487874918,0.477540713120071,0.781261303876466,0.82089552238806
9,"covert",0.5,"gaze",4,0.0116616888075478,0.51261024956117,0.804102566341988,0.353233830845771
9,"covert",0.5,"random",4,0.0417255570889582,0.54363285034196,0.804102566341988,0.0149253731343284
9,"covert",0.5,"eog",2,0.00713206142142642,0.508539433213627,0.804102566341988,0.422885572139304
9,"covert",0.5,"frontal",17,0.00666547432684517,0.507186492974402,0.804102566341988,0.412935323383085
10,"covert",0.5,"gaze",4,0.0201019672541963,0.520836240531938,0.786389365839979,0.203980099502488
10,"covert",0.5,"random",4,0.112577541866147,0.613472112845762,0.786389365839979,0.00497512437810945
10,"covert",0.5,"eog",2,0.032034137039171,0.531388007818061,0.786389365839979,0.0447761194029851
10,"covert",0.5,"frontal",17,0.0229798471259274,0.524978138827826,0.786389365839979,0.144278606965174
11,"covert",0.5,"gaze",4,0.0293309451924849,0.530167916239069,0.808255025940743,0.0497512437810945
11,"covert",0.5,"random",4,0.0504649460768777,0.552170098084119,0.808255025940743,0.00497512437810945
11,"covert",0.5,"eog",2,0.0185948953518447,0.518080018001379,0.808255025940743,0.233830845771144
11,"covert",0.5,"frontal",17,0.0221433394592806,0.522533774590489,0.808255025940743,0.164179104477612
12,"covert",0.5,"gaze",4,0.000571027648110456,0.501339738522608,0.811121696419635,0.527363184079602
12,"covert",0.5,"random",4,0.114466070799628,0.613729616182748,0.811121696419635,0.00497512437810945
12,"covert",0.5,"eog",2,-0.00919779546981409,0.490728351327375,0.811121696419635,0.706467661691542
12,"covert",0.5,"frontal",17,-0.0412508884336447,0.459577732821321,0.811121696419635,0.955223880597015
1,"covert",1,"gaze",4,-0.0155005333279259,0.484838578467438,0.743408267320992,0.796019900497512
1,"covert",1,"random",4,0.0932751834138391,0.591152660028687,0.743408267320992,0.00497512437810945
1,"covert",1,"eog",2,0.00491609207914823,0.498163092698544,0.743408267320992,0.527363184079602
1,"covert",1,"frontal",17,-0.0509884213244487,0.447282443097018,0.743408267320992,0.995024875621891
2,"covert",1,"gaze",4,-0.0080804415799608,0.489060053084138,0.820234448138019,0.701492537313433
2,"covert",1,"random",4,0.0676946185965769,0.567292460652074,0.820234448138019,0.00497512437810945
2,"covert",1,"eog",2,0.0158428778481969,0.511661749751406,0.820234448138019,0.293532338308458
2,"covert",1,"frontal",17,-0.0246599909252494,0.473163330094994,0.820234448138019,0.850746268656716
3,"covert",1,"gaze",4,-0.0119314228935375,0.488498299179121,0.743999224269541,0.721393034825871
3,"covert",1,"random",4,0.0479965546824151,0.546584962568499,0.743999224269541,0.0199004975124378
3,"covert",1,"eog",2,0.01097413098558,0.509970837071038,0.743999224269541,0.3681592039801
3,"covert",1,"frontal",17,-0.0185675071595197,0.482115550941406,0.743999224269541,0.781094527363184
4,"covert",1,"gaze",4,0.00548660468230766,0.507192395405117,0.730348580326326,0.432835820895522
4,"covert",1,"random",4,0.084589734632749,0.584058201668291,0.730348580326326,0.00497512437810945
4,"covert",1,"eog",2,0.0297577691321635,0.532277559974705,0.730348580326326,0.0597014925373134
4,"covert",1,"frontal",17,-0.00432921588324242,0.497606750214767,0.730348580326326,0.582089552238806
5,"covert",1,"gaze",4,0.02068881414147,0.520236019235494,0.817011839418309,0.169154228855721
5,"covert",1,"random",4,0.10956316862924,0.60966886895447,0.817011839418309,0.00497512437810945
5,"covert",1,"eog",2,-0.0193573637132015,0.480194653024052,0.817011839418309,0.805970149253731
5,"covert",1,"frontal",17,0.0320282467013214,0.532105036509462,0.817011839418309,0.0497512437810945
6,"covert",1,"gaze",4,-0.00380379983772866,0.494304693221409,0.813815833005008,0.587064676616915
6,"covert",1,"random",4,0.0500179808609056,0.546720436205273,0.813815833005008,0.00497512437810945
6,"covert",1,"eog",2,0.00310156397397171,0.500156310226936,0.813815833005008,0.522388059701492
6,"covert",1,"frontal",17,-0.00221190915980596,0.494708046140954,0.813815833005008,0.587064676616915
7,"covert",1,"gaze",4,0.0439098102597608,0.543039327155897,0.763537404911312,0.0149253731343284
7,"covert",1,"random",4,0.0593637922974256,0.559255097344245,0.763537404911312,0.00497512437810945
7,"covert",1,"eog",2,0.0315139090054932,0.532637992557933,0.763537404911312,0.0447761194029851
7,"covert",1,"frontal",17,0.0307269759426326,0.530157880688966,0.763537404911312,0.0746268656716418
8,"covert",1,"gaze",4,-0.0132691329118964,0.487366133965891,0.781261303876466,0.751243781094527
8,"covert",1,"random",4,0.0277430481683639,0.528208683464169,0.781261303876466,0.119402985074627
8,"covert",1,"eog",2,-0.032505430838454,0.466831273965801,0.781261303876466,0.890547263681592
8,"covert",1,"frontal",17,-0.0215657487874918,0.477540713120071,0.781261303876466,0.82089552238806
9,"covert",1,"gaze",4,0.0116616888075478,0.51261024956117,0.804102566341988,0.353233830845771
9,"covert",1,"random",4,0.0417255570889582,0.54363285034196,0.804102566341988,0.0149253731343284
9,"covert",1,"eog",2,0.00713206142142642,0.508539433213627,0.804102566341988,0.422885572139304
9,"covert",1,"frontal",17,0.00666547432684517,0.507186492974402,0.804102566341988,0.412935323383085
10,"covert",1,"gaze",4,0.0201019672541963,0.520836240531938,0.786389365839979,0.203980099502488
10,"covert",1,"random",4,0.112577541866147,0.613472112845762,0.786389365839979,0.00497512437810945
10,"covert",1,"eog",2,0.032034137039171,0.531388007818061,0.786389365839979,0.0447761194029851
10,"covert",1,"frontal",17,0.0229798471259274,0.524978138827826,0.786389365839979,0.144278606965174
11,"covert",1,"gaze",4,0.0293309451924849,0.530167916239069,0.808255025940743,0.0497512437810945
11,"covert",1,"random",4,0.0504649460768777,0.552170098084119,0.808255025940743,0.00497512437810945
11,"covert",1,"eog",2,0.0185948953518447,0.518080018001379,0.808255025940743,0.233830845771144
11,"covert",1,"frontal",17,0.0221433394592806,0.522533774590489,0.808255025940743,0.164179104477612
12,"covert",1,"gaze",4,0.000571027648110456,0.501339738522608,0.811121696419635,0.527363184079602
12,"covert",1,"random",4,0.114466070799628,0.613729616182748,0.811121696419635,0.00497512437810945
12,"covert",1,"eog",2,-0.00919779546981409,0.490728351327375,0.811121696419635,0.706467661691542
12,"covert",1,"frontal",17,-0.0412508884336447,0.459577732821321,0.811121696419635,0.955223880597015
1,"covert",2,"gaze",4,-0.0155005333279259,0.484838578467438,0.743408267320992,0.796019900497512
1,"covert",2,"random",4,0.0932751834138391,0.591152660028687,0.743408267320992,0.00497512437810945
1,"covert",2,"eog",2,0.00491609207914823,0.498163092698544,0.743408267320992,0.527363184079602
1,"covert",2,"frontal",17,-0.0509884213244487,0.447282443097018,0.743408267320992,0.995024875621891
2,"covert",2,"gaze",4,-0.0080804415799608,0.489060053084138,0.820234448138019,0.701492537313433
2,"covert",2,"random",4,0.0676946185965769,0.567292460652074,0.820234448138019,0.00497512437810945
2,"covert",2,"eog",2,0.0158428778481969,0.511661749751406,0.820234448138019,0.293532338308458
2,"covert",2,"frontal",17,-0.0246599909252494,0.473163330094994,0.820234448138019,0.850746268656716
3,"covert",2,"gaze",4,-0.0119314228935375,0.488498299179121,0.743999224269541,0.721393034825871
3,"covert",2,"random",4,0.0479965546824151,0.546584962568499,0.743999224269541,0.0199004975124378
3,"covert",2,"eog",2,0.01097413098558,0.509970837071038,0.743999224269541,0.3681592039801
3,"covert",2,"frontal",17,-0.0185675071595197,0.482115550941406,0.743999224269541,0.781094527363184
4,"covert",2,"gaze",4,0.00548660468230766,0.507192395405117,0.730348580326326,0.432835820895522
4,"covert",2,"random",4,0.084589734632749,0.584058201668291,0.730348580326326,0.00497512437810945
4,"covert",2,"eog",2,0.0297577691321635,0.532277559974705,0.730348580326326,0.0597014925373134
4,"covert",2,"frontal",17,-0.00432921588324242,0.497606750214767,0.730348580326326,0.582089552238806
5,"covert",2,"gaze",4,0.02068881414147,0.520236019235494,0.817011839418309,0.169154228855721
5,"covert",2,"random",4,0.10956316862924,0.60966886895447,0.817011839418309,0.00497512437810945
5,"covert",2,"eog",2,-0.0193573637132015,0.480194653024052,0.817011839418309,0.805970149253731
5,"covert",2,"frontal",17,0.0320282467013214,0.532105036509462,0.817011839418309,0.0497512437810945
6,"covert",2,"gaze",4,-0.00380379983772866,0.494304693221409,0.813815833005008,0.587064676616915
6,"covert",2,"random",4,0.0500179808609056,0.546720436205273,0.813815833005008,0.00497512437810945
6,"covert",2,"eog",2,0.00310156397397171,0.500156310226936,0.813815833005008,0.522388059701492
6,"covert",2,"frontal",17,-0.00221190915980596,0.494708046140954,0.813815833005008,0.587064676616915
7,"covert",2,"gaze",4,0.0439098102597608,0.543039327155897,0.763537404911312,0.0149253731343284
7,"covert",2,"random",4,0.0593637922974256,0.559255097344245,0.763537404911312,0.00497512437810945
7,"covert",2,"eog",2,0.0315139090054932,0.532637992557933,0.763537404911312,0.0447761194029851
7,"covert",2,"frontal",17,0.0307269759426326,0.530157880688966,0.763537404911312,0.0746268656716418
8,"covert",2,"gaze",4,-0.0132691329118964,0.487366133965891,0.781261303876466,0.751243781094527
8,"covert",2,"random",4,0.0277430481683639,0.528208683464169,0.781261303876466,0.119402985074627
8,"covert",2,"eog",2,-0.032505430838454,0.466831273965801,0.781261303876466,0.890547263681592
8,"covert",2,"frontal",17,-0.0215657487874918,0.477540713120071,0.781261303876466,0.82089552238806
9,"covert",2,"gaze",4,0.0116616888075478,0.51261024956117,0.804102566341988,0.353233830845771
9,"covert",2,"random",4,0.0417255570889582,0.54363285034196,0.804102566341988,0.0149253731343284
9,"covert",2,"eog",2,0.00713206142142642,0.508539433213627,0.804102566341988,0.422885572139304
9,"covert",2,"frontal",17,0.00666547432684517,0.507186492974402,0.804102566341988,0.412935323383085
10,"covert",2,"gaze",4,0.0201019672541963,0.520836240531938,0.786389365839979,0.203980099502488
10,"covert",2,"random",4,0.112577541866147,0.613472112845762,0.786389365839979,0.00497512437810945
10,"covert",2,"eog",2,0.032034137039171,0.531388007818061,0.786389365839979,0.0447761194029851
10,"covert",2,"frontal",17,0.0229798471259274,0.524978138827826,0.786389365839979,0.144278606965174
11,"covert",2,"gaze",4,0.0293309451924849,0.530167916239069,0.808255025940743,0.0497512437810945
11,"covert",2,"random",4,0.0504649460768777,0.552170098084119,0.808255025940743,0.00497512437810945
11,"covert",2,"eog",2,0.0185948953518447,0.518080018001379,0.808255025940743,0.233830845771144
11,"covert",2,"frontal",17,0.0221433394592806,0.522533774590489,0.808255025940743,0.164179104477612
12,"covert",2,"gaze",4,0.000571027648110456,0.501339738522608,0.811121696419635,0.527363184079602
12,"covert",2,"random",4,0.114466070799628,0.613729616182748,0.811121696419635,0.00497512437810945
12,"covert",2,"eog",2,-0.00919779546981409,0.490728351327375,0.811121696419635,0.706467661691542
12,"covert",2,"frontal",17,-0.0412508884336447,0.459577732821321,0.811121696419635,0.955223880597015
1,"covert",8,"gaze",4,-0.0155005333279259,0.484838578467438,0.743408267320992,0.796019900497512
1,"covert",8,"random",4,0.0932751834138391,0.591152660028687,0.743408267320992,0.00497512437810945
1,"covert",8,"eog",2,0.00491609207914823,0.498163092698544,0.743408267320992,0.527363184079602
1,"covert",8,"frontal",17,-0.0509884213244487,0.447282443097018,0.743408267320992,0.995024875621891
2,"covert",8,"gaze",4,-0.0080804415799608,0.489060053084138,0.820234448138019,0.701492537313433
2,"covert",8,"random",4,0.0676946185965769,0.567292460652074,0.820234448138019,0.00497512437810945
2,"covert",8,"eog",2,0.0158428778481969,0.511661749751406,0.820234448138019,0.293532338308458
2,"covert",8,"frontal",17,-0.0246599909252494,0.473163330094994,0.820234448138019,0.850746268656716
3,"covert",8,"gaze",4,-0.0119314228935375,0.488498299179121,0.743999224269541,0.721393034825871
3,"covert",8,"random",4,0.0479965546824151,0.546584962568499,0.743999224269541,0.0199004975124378
3,"covert",8,"eog",2,0.01097413098558,0.509970837071038,0.743999224269541,0.3681592039801
3,"covert",8,"frontal",17,-0.0185675071595197,0.482115550941406,0.743999224269541,0.781094527363184
4,"covert",8,"gaze",4,0.00548660468230766,0.507192395405117,0.730348580326326,0.432835820895522
4,"covert",8,"random",4,0.084589734632749,0.584058201668291,0.730348580326326,0.00497512437810945
4,"covert",8,"eog",2,0.0297577691321635,0.532277559974705,0.730348580326326,0.0597014925373134
4,"covert",8,"frontal",17,-0.00432921588324242,0.497606750214767,0.730348580326326,0.582089552238806
5,"covert",8,"gaze",4,0.02068881414147,0.520236019235494,0.817011839418309,0.169154228855721
5,"covert",8,"random",4,0.10956316862924,0.60966886895447,0.817011839418309,0.00497512437810945
5,"covert",8,"eog",2,-0.0193573637132015,0.480194653024052,0.817011839418309,0.805970149253731
5,"covert",8,"frontal",17,0.0320282467013214,0.532105036509462,0.817011839418309,0.0497512437810945
6,"covert",8,"gaze",4,-0.00380379983772866,0.494304693221409,0.813815833005008,0.587064676616915
6,"covert",8,"random",4,0.0500179808609056,0.546720436205273,0.813815833005008,0.00497512437810945
6,"covert",8,"eog",2,0.00310156397397171,0.500156310226936,0.813815833005008,0.522388059701492
6,"covert",8,"frontal",17,-0.00221190915980596,0.494708046140954,0.813815833005008,0.587064676616915
7,"covert",8,"gaze",4,0.0439098102597608,0.543039327155897,0.763537404911312,0.0149253731343284
7,"covert",8,"random",4,0.0593637922974256,0.559255097344245,0.763537404911312,0.00497512437810945
7,"covert",8,"eog",2,0.0315139090054932,0.532637992557933,0.763537404911312,0.0447761194029851
7,"covert",8,"frontal",17,0.0307269759426326,0.530157880688966,0.763537404911312,0.0746268656716418
8,"covert",8,"gaze",4,-0.0132691329118964,0.487366133965891,0.781261303876466,0.751243781094527
8,"covert",8,"random",4,0.0277430481683639,0.528208683464169,0.781261303876466,0.119402985074627
8,"covert",8,"eog",2,-0.032505430838454,0.466831273965801,0.781261303876466,0.890547263681592
8,"covert",8,"frontal",17,-0.0215657487874918,0.477540713120071,0.781261303876466,0.82089552238806
9,"covert",8,"gaze",4,0.0116616888075478,0.51261024956117,0.804102566341988,0.353233830845771
9,"covert",8,"random",4,0.0417255570889582,0.54363285034196,0.804102566341988,0.0149253731343284
9,"covert",8,"eog",2,0.00713206142142642,0.508539433213627,0.804102566341988,0.422885572139304
9,"covert",8,"frontal",17,0.00666547432684517,0.507186492974402,0.804102566341988,0.412935323383085
10,"covert",8,"gaze",4,0.0201019672541963,0.520836240531938,0.786389365839979,0.203980099502488
10,"covert",8,"random",4,0.112577541866147,0.613472112845762,0.786389365839979,0.00497512437810945
10,"covert",8,"eog",2,0.032034137039171,0.531388007818061,0.786389365839979,0.0447761194029851
10,"covert",8,"frontal",17,0.0229798471259274,0.524978138827826,0.786389365839979,0.144278606965174
11,"covert",8,"gaze",4,0.0293309451924849,0.530167916239069,0.808255025940743,0.0497512437810945
11,"covert",8,"random",4,0.0504649460768777,0.552170098084119,0.808255025940743,0.00497512437810945
11,"covert",8,"eog",2,0.0185948953518447,0.518080018001379,0.808255025940743,0.233830845771144
11,"covert",8,"frontal",17,0.0221433394592806,0.522533774590489,0.808255025940743,0.164179104477612
12,"covert",8,"gaze",4,0.000571027648110456,0.501339738522608,0.811121696419635,0.527363184079602
12,"covert",8,"random",4,0.114466070799628,0.613729616182748,0.811121696419635,0.00497512437810945
12,"covert",8,"eog",2,-0.00919779546981409,0.490728351327375,0.811121696419635,0.706467661691542
12,"covert",8,"frontal",17,-0.0412508884336447,0.459577732821321,0.811121696419635,0.955223880597015
